Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_6,2019,Culture,1470517.02,Croissance,Allocation de 1470517.02$ à Culture en raison du contexte croissance.
Entité_2,2020,Culture,685134.15,Croissance,Allocation de 685134.15$ à Culture en raison du contexte croissance.
Entité_9,2023,Environnement,1088730.79,Récession,Allocation de 1088730.79$ à Environnement en raison du contexte récession.
Entité_3,2022,Culture,1138534.41,Récession,Allocation de 1138534.41$ à Culture en raison du contexte récession.
Entité_4,2022,Transport,3709608.03,Récession,Allocation de 3709608.03$ à Transport en raison du contexte récession.
Entité_9,2022,Recherche,2091222.96,Stable,Allocation de 2091222.96$ à Recherche en raison du contexte stable.
Entité_1,2021,Éducation,4863773.61,Récession,Allocation de 4863773.61$ à Éducation en raison du contexte récession.
Entité_1,2023,Culture,1275365.47,Croissance,Allocation de 1275365.47$ à Culture en raison du contexte croissance.
Entité_4,2019,Numérique,1248540.09,Récession,Allocation de 1248540.09$ à Numérique en raison du contexte récession.
Entité_1,2019,Environnement,1436235.03,Stable,Allocation de 1436235.03$ à Environnement en raison du contexte stable.
Entité_5,2020,Recherche,1307456.21,Récession,Allocation de 1307456.21$ à Recherche en raison du contexte récession.
Entité_5,2023,Loisirs,752303.14,Récession,Allocation de 752303.14$ à Loisirs en raison du contexte récession.
Entité_1,2019,Logement,2427555.8,Stable,Allocation de 2427555.8$ à Logement en raison du contexte stable.
Entité_8,2020,Environnement,1215094.63,Stable,Allocation de 1215094.63$ à Environnement en raison du contexte stable.
Entité_10,2020,Éducation,3969420.64,Croissance,Allocation de 3969420.64$ à Éducation en raison du contexte croissance.
Entité_8,2019,Administration,1575048.41,Croissance,Allocation de 1575048.41$ à Administration en raison du contexte croissance.
Entité_9,2022,Éducation,4890665.87,Stable,Allocation de 4890665.87$ à Éducation en raison du contexte stable.
Entité_10,2023,Administration,2170329.79,Croissance,Allocation de 2170329.79$ à Administration en raison du contexte croissance.
Entité_2,2020,Transport,2724237.79,Récession,Allocation de 2724237.79$ à Transport en raison du contexte récession.
Entité_9,2020,Éducation,4151072.49,Croissance,Allocation de 4151072.49$ à Éducation en raison du contexte croissance.
Entité_5,2023,Environnement,1168473.07,Récession,Allocation de 1168473.07$ à Environnement en raison du contexte récession.
Entité_5,2022,Transport,2397784.34,Stable,Allocation de 2397784.34$ à Transport en raison du contexte stable.
Entité_2,2020,Sécurité,1746458.14,Croissance,Allocation de 1746458.14$ à Sécurité en raison du contexte croissance.
Entité_9,2022,Loisirs,769291.51,Croissance,Allocation de 769291.51$ à Loisirs en raison du contexte croissance.
Entité_7,2021,Santé,5141201.81,Stable,Allocation de 5141201.81$ à Santé en raison du contexte stable.
Entité_9,2019,Culture,1029031.27,Récession,Allocation de 1029031.27$ à Culture en raison du contexte récession.
Entité_9,2022,Sécurité,1472488.93,Stable,Allocation de 1472488.93$ à Sécurité en raison du contexte stable.
Entité_8,2021,Logement,2459635.56,Croissance,Allocation de 2459635.56$ à Logement en raison du contexte croissance.
Entité_1,2023,Numérique,1003666.72,Croissance,Allocation de 1003666.72$ à Numérique en raison du contexte croissance.
Entité_2,2021,Santé,1591033.26,Récession,Allocation de 1591033.26$ à Santé en raison du contexte récession.
Entité_7,2021,Développement économique,5652909.87,Croissance,Allocation de 5652909.87$ à Développement économique en raison du contexte croissance.
Entité_2,2023,Numérique,1008323.83,Récession,Allocation de 1008323.83$ à Numérique en raison du contexte récession.
Entité_10,2020,Sécurité,1702739.14,Stable,Allocation de 1702739.14$ à Sécurité en raison du contexte stable.
Entité_5,2021,Culture,730712.78,Récession,Allocation de 730712.78$ à Culture en raison du contexte récession.
Entité_9,2022,Administration,1577002.82,Stable,Allocation de 1577002.82$ à Administration en raison du contexte stable.
Entité_6,2021,Sécurité,1924531.07,Croissance,Allocation de 1924531.07$ à Sécurité en raison du contexte croissance.
Entité_7,2022,Éducation,5081450.66,Récession,Allocation de 5081450.66$ à Éducation en raison du contexte récession.
Entité_7,2023,Recherche,1730034.48,Croissance,Allocation de 1730034.48$ à Recherche en raison du contexte croissance.
Entité_4,2023,Éducation,3741150.15,Stable,Allocation de 3741150.15$ à Éducation en raison du contexte stable.
Entité_9,2022,Numérique,1488065.75,Stable,Allocation de 1488065.75$ à Numérique en raison du contexte stable.
Entité_1,2019,Développement économique,3132922.43,Croissance,Allocation de 3132922.43$ à Développement économique en raison du contexte croissance.
Entité_9,2021,Développement économique,3514804.58,Stable,Allocation de 3514804.58$ à Développement économique en raison du contexte stable.
Entité_3,2020,Environnement,1223528.98,Récession,Allocation de 1223528.98$ à Environnement en raison du contexte récession.
Entité_10,2023,Logement,3342566.75,Croissance,Allocation de 3342566.75$ à Logement en raison du contexte croissance.
Entité_7,2021,Administration,2419404.1,Récession,Allocation de 2419404.1$ à Administration en raison du contexte récession.
Entité_1,2021,Transport,2908207.58,Stable,Allocation de 2908207.58$ à Transport en raison du contexte stable.
Entité_9,2022,Loisirs,736089.07,Croissance,Allocation de 736089.07$ à Loisirs en raison du contexte croissance.
Entité_8,2023,Santé,4968160.54,Stable,Allocation de 4968160.54$ à Santé en raison du contexte stable.
Entité_7,2022,Loisirs,777858.79,Croissance,Allocation de 777858.79$ à Loisirs en raison du contexte croissance.
Entité_2,2022,Environnement,1035954.1,Stable,Allocation de 1035954.1$ à Environnement en raison du contexte stable.
Entité_10,2022,Éducation,4866133.96,Stable,Allocation de 4866133.96$ à Éducation en raison du contexte stable.
Entité_9,2021,Santé,4772862.22,Stable,Allocation de 4772862.22$ à Santé en raison du contexte stable.
Entité_1,2022,Logement,3449170.19,Stable,Allocation de 3449170.19$ à Logement en raison du contexte stable.
Entité_10,2021,Loisirs,867490.51,Récession,Allocation de 867490.51$ à Loisirs en raison du contexte récession.
Entité_7,2021,Sécurité,991565.34,Stable,Allocation de 991565.34$ à Sécurité en raison du contexte stable.
Entité_7,2022,Santé,3718376.55,Croissance,Allocation de 3718376.55$ à Santé en raison du contexte croissance.
Entité_6,2023,Environnement,856183.47,Récession,Allocation de 856183.47$ à Environnement en raison du contexte récession.
Entité_6,2023,Santé,3705951.95,Croissance,Allocation de 3705951.95$ à Santé en raison du contexte croissance.
Entité_2,2021,Loisirs,538623.73,Stable,Allocation de 538623.73$ à Loisirs en raison du contexte stable.
Entité_1,2020,Recherche,1890924.3,Croissance,Allocation de 1890924.3$ à Recherche en raison du contexte croissance.
Entité_7,2020,Logement,2341957.33,Stable,Allocation de 2341957.33$ à Logement en raison du contexte stable.
Entité_7,2021,Logement,2870269.96,Récession,Allocation de 2870269.96$ à Logement en raison du contexte récession.
Entité_3,2019,Transport,2977140.25,Stable,Allocation de 2977140.25$ à Transport en raison du contexte stable.
Entité_9,2021,Santé,4759690.93,Stable,Allocation de 4759690.93$ à Santé en raison du contexte stable.
Entité_10,2019,Numérique,1680769.67,Croissance,Allocation de 1680769.67$ à Numérique en raison du contexte croissance.
Entité_1,2019,Environnement,1566846.79,Récession,Allocation de 1566846.79$ à Environnement en raison du contexte récession.
Entité_5,2023,Loisirs,787118.16,Récession,Allocation de 787118.16$ à Loisirs en raison du contexte récession.
Entité_7,2019,Développement économique,2902591.36,Stable,Allocation de 2902591.36$ à Développement économique en raison du contexte stable.
Entité_7,2021,Numérique,917780.76,Stable,Allocation de 917780.76$ à Numérique en raison du contexte stable.
Entité_6,2022,Loisirs,923280.16,Croissance,Allocation de 923280.16$ à Loisirs en raison du contexte croissance.
Entité_4,2021,Santé,5710696.0,Récession,Allocation de 5710696.0$ à Santé en raison du contexte récession.
Entité_9,2023,Numérique,1577178.9,Récession,Allocation de 1577178.9$ à Numérique en raison du contexte récession.
Entité_8,2019,Développement économique,3835238.12,Récession,Allocation de 3835238.12$ à Développement économique en raison du contexte récession.
Entité_6,2019,Santé,4606897.16,Croissance,Allocation de 4606897.16$ à Santé en raison du contexte croissance.
Entité_6,2021,Loisirs,881761.64,Croissance,Allocation de 881761.64$ à Loisirs en raison du contexte croissance.
Entité_7,2020,Culture,983939.88,Croissance,Allocation de 983939.88$ à Culture en raison du contexte croissance.
Entité_1,2019,Développement économique,4105769.59,Stable,Allocation de 4105769.59$ à Développement économique en raison du contexte stable.
Entité_10,2023,Sécurité,2533732.73,Croissance,Allocation de 2533732.73$ à Sécurité en raison du contexte croissance.
Entité_7,2020,Culture,966288.73,Récession,Allocation de 966288.73$ à Culture en raison du contexte récession.
Entité_5,2020,Sécurité,2702923.86,Récession,Allocation de 2702923.86$ à Sécurité en raison du contexte récession.
Entité_8,2021,Administration,2475338.91,Croissance,Allocation de 2475338.91$ à Administration en raison du contexte croissance.
Entité_3,2023,Logement,2508842.17,Croissance,Allocation de 2508842.17$ à Logement en raison du contexte croissance.
Entité_9,2020,Administration,2268297.31,Stable,Allocation de 2268297.31$ à Administration en raison du contexte stable.
Entité_5,2022,Santé,5305496.89,Récession,Allocation de 5305496.89$ à Santé en raison du contexte récession.
Entité_4,2019,Développement économique,3515395.79,Stable,Allocation de 3515395.79$ à Développement économique en raison du contexte stable.
Entité_3,2022,Recherche,2488732.22,Croissance,Allocation de 2488732.22$ à Recherche en raison du contexte croissance.
Entité_4,2020,Éducation,4414083.57,Stable,Allocation de 4414083.57$ à Éducation en raison du contexte stable.
Entité_2,2019,Éducation,3327225.31,Stable,Allocation de 3327225.31$ à Éducation en raison du contexte stable.
Entité_4,2022,Recherche,1429930.92,Récession,Allocation de 1429930.92$ à Recherche en raison du contexte récession.
Entité_9,2019,Transport,2407741.85,Stable,Allocation de 2407741.85$ à Transport en raison du contexte stable.
Entité_6,2023,Environnement,1646851.35,Croissance,Allocation de 1646851.35$ à Environnement en raison du contexte croissance.
Entité_6,2021,Culture,931697.27,Stable,Allocation de 931697.27$ à Culture en raison du contexte stable.
Entité_7,2021,Culture,1066658.74,Récession,Allocation de 1066658.74$ à Culture en raison du contexte récession.
Entité_4,2021,Environnement,1780918.89,Stable,Allocation de 1780918.89$ à Environnement en raison du contexte stable.
Entité_5,2021,Transport,4217228.12,Récession,Allocation de 4217228.12$ à Transport en raison du contexte récession.
Entité_1,2022,Environnement,1404458.03,Stable,Allocation de 1404458.03$ à Environnement en raison du contexte stable.
Entité_6,2019,Développement économique,2514014.57,Stable,Allocation de 2514014.57$ à Développement économique en raison du contexte stable.
Entité_1,2023,Développement économique,4754681.45,Récession,Allocation de 4754681.45$ à Développement économique en raison du contexte récession.
Entité_3,2021,Loisirs,566863.87,Stable,Allocation de 566863.87$ à Loisirs en raison du contexte stable.
Entité_9,2023,Sécurité,1401428.52,Stable,Allocation de 1401428.52$ à Sécurité en raison du contexte stable.
Entité_6,2023,Sécurité,2706580.1,Stable,Allocation de 2706580.1$ à Sécurité en raison du contexte stable.
Entité_5,2021,Sécurité,2426492.61,Croissance,Allocation de 2426492.61$ à Sécurité en raison du contexte croissance.
Entité_10,2022,Numérique,1316361.68,Stable,Allocation de 1316361.68$ à Numérique en raison du contexte stable.
Entité_2,2021,Éducation,3960063.2,Stable,Allocation de 3960063.2$ à Éducation en raison du contexte stable.
Entité_9,2019,Loisirs,761727.36,Croissance,Allocation de 761727.36$ à Loisirs en raison du contexte croissance.
Entité_1,2019,Culture,869834.8,Stable,Allocation de 869834.8$ à Culture en raison du contexte stable.
Entité_2,2023,Éducation,3773565.46,Croissance,Allocation de 3773565.46$ à Éducation en raison du contexte croissance.
Entité_7,2022,Transport,2971550.77,Stable,Allocation de 2971550.77$ à Transport en raison du contexte stable.
Entité_2,2021,Sécurité,1450220.04,Stable,Allocation de 1450220.04$ à Sécurité en raison du contexte stable.
Entité_4,2021,Transport,2507862.89,Stable,Allocation de 2507862.89$ à Transport en raison du contexte stable.
Entité_8,2023,Recherche,1039709.43,Récession,Allocation de 1039709.43$ à Recherche en raison du contexte récession.
Entité_1,2020,Environnement,1523378.24,Stable,Allocation de 1523378.24$ à Environnement en raison du contexte stable.
Entité_7,2021,Logement,2539050.6,Croissance,Allocation de 2539050.6$ à Logement en raison du contexte croissance.
Entité_4,2019,Environnement,2033554.63,Récession,Allocation de 2033554.63$ à Environnement en raison du contexte récession.
Entité_6,2019,Santé,5375554.92,Stable,Allocation de 5375554.92$ à Santé en raison du contexte stable.
Entité_7,2019,Transport,2666374.76,Croissance,Allocation de 2666374.76$ à Transport en raison du contexte croissance.
Entité_4,2019,Logement,2399822.5,Croissance,Allocation de 2399822.5$ à Logement en raison du contexte croissance.
Entité_3,2022,Loisirs,877891.57,Croissance,Allocation de 877891.57$ à Loisirs en raison du contexte croissance.
Entité_7,2022,Environnement,1568283.79,Récession,Allocation de 1568283.79$ à Environnement en raison du contexte récession.
Entité_3,2020,Culture,1115657.18,Récession,Allocation de 1115657.18$ à Culture en raison du contexte récession.
Entité_3,2022,Culture,1075408.95,Récession,Allocation de 1075408.95$ à Culture en raison du contexte récession.
Entité_3,2020,Administration,1898942.29,Stable,Allocation de 1898942.29$ à Administration en raison du contexte stable.
Entité_9,2021,Transport,2678524.03,Stable,Allocation de 2678524.03$ à Transport en raison du contexte stable.
Entité_8,2022,Loisirs,705670.05,Stable,Allocation de 705670.05$ à Loisirs en raison du contexte stable.
Entité_10,2019,Culture,814945.74,Récession,Allocation de 814945.74$ à Culture en raison du contexte récession.
Entité_10,2020,Développement économique,2742516.5,Stable,Allocation de 2742516.5$ à Développement économique en raison du contexte stable.
Entité_9,2021,Sécurité,2735385.57,Récession,Allocation de 2735385.57$ à Sécurité en raison du contexte récession.
Entité_1,2019,Administration,2049884.06,Récession,Allocation de 2049884.06$ à Administration en raison du contexte récession.
Entité_1,2023,Santé,4844698.55,Croissance,Allocation de 4844698.55$ à Santé en raison du contexte croissance.
Entité_9,2022,Loisirs,720658.51,Croissance,Allocation de 720658.51$ à Loisirs en raison du contexte croissance.
Entité_10,2019,Recherche,1954396.48,Croissance,Allocation de 1954396.48$ à Recherche en raison du contexte croissance.
Entité_3,2021,Loisirs,992586.22,Stable,Allocation de 992586.22$ à Loisirs en raison du contexte stable.
Entité_10,2022,Loisirs,915722.32,Croissance,Allocation de 915722.32$ à Loisirs en raison du contexte croissance.
Entité_6,2022,Développement économique,4145112.36,Récession,Allocation de 4145112.36$ à Développement économique en raison du contexte récession.
Entité_7,2023,Transport,2648082.73,Stable,Allocation de 2648082.73$ à Transport en raison du contexte stable.
Entité_7,2021,Numérique,1199008.98,Croissance,Allocation de 1199008.98$ à Numérique en raison du contexte croissance.
Entité_10,2019,Loisirs,708259.5,Récession,Allocation de 708259.5$ à Loisirs en raison du contexte récession.
Entité_2,2021,Culture,1021406.28,Récession,Allocation de 1021406.28$ à Culture en raison du contexte récession.
Entité_5,2019,Développement économique,4390813.71,Croissance,Allocation de 4390813.71$ à Développement économique en raison du contexte croissance.
Entité_9,2022,Loisirs,870304.62,Stable,Allocation de 870304.62$ à Loisirs en raison du contexte stable.
Entité_6,2020,Transport,3976028.62,Croissance,Allocation de 3976028.62$ à Transport en raison du contexte croissance.
Entité_7,2022,Santé,4711476.39,Stable,Allocation de 4711476.39$ à Santé en raison du contexte stable.
Entité_6,2022,Numérique,1006329.35,Récession,Allocation de 1006329.35$ à Numérique en raison du contexte récession.
Entité_5,2021,Recherche,1984366.26,Récession,Allocation de 1984366.26$ à Recherche en raison du contexte récession.
Entité_6,2022,Numérique,1228526.01,Stable,Allocation de 1228526.01$ à Numérique en raison du contexte stable.
Entité_5,2019,Environnement,1596810.68,Stable,Allocation de 1596810.68$ à Environnement en raison du contexte stable.
Entité_7,2021,Sécurité,2069288.07,Croissance,Allocation de 2069288.07$ à Sécurité en raison du contexte croissance.
Entité_7,2020,Sécurité,1806226.25,Récession,Allocation de 1806226.25$ à Sécurité en raison du contexte récession.
Entité_2,2022,Développement économique,3637015.23,Croissance,Allocation de 3637015.23$ à Développement économique en raison du contexte croissance.
Entité_1,2019,Loisirs,955739.29,Stable,Allocation de 955739.29$ à Loisirs en raison du contexte stable.
Entité_7,2021,Sécurité,2430443.08,Croissance,Allocation de 2430443.08$ à Sécurité en raison du contexte croissance.
Entité_9,2020,Transport,2706290.04,Récession,Allocation de 2706290.04$ à Transport en raison du contexte récession.
Entité_10,2021,Administration,2092402.37,Stable,Allocation de 2092402.37$ à Administration en raison du contexte stable.
Entité_1,2023,Loisirs,1036337.77,Récession,Allocation de 1036337.77$ à Loisirs en raison du contexte récession.
Entité_9,2022,Environnement,1359632.78,Récession,Allocation de 1359632.78$ à Environnement en raison du contexte récession.
Entité_7,2023,Logement,2175276.8,Croissance,Allocation de 2175276.8$ à Logement en raison du contexte croissance.
Entité_3,2020,Numérique,1390656.71,Récession,Allocation de 1390656.71$ à Numérique en raison du contexte récession.
Entité_8,2021,Numérique,1348550.21,Stable,Allocation de 1348550.21$ à Numérique en raison du contexte stable.
Entité_4,2021,Développement économique,2914116.74,Stable,Allocation de 2914116.74$ à Développement économique en raison du contexte stable.
Entité_1,2021,Administration,1440215.76,Croissance,Allocation de 1440215.76$ à Administration en raison du contexte croissance.
Entité_2,2023,Culture,1042311.22,Stable,Allocation de 1042311.22$ à Culture en raison du contexte stable.
Entité_4,2023,Environnement,1374420.87,Croissance,Allocation de 1374420.87$ à Environnement en raison du contexte croissance.
Entité_6,2022,Sécurité,1326369.5,Récession,Allocation de 1326369.5$ à Sécurité en raison du contexte récession.
Entité_1,2019,Logement,2156398.74,Récession,Allocation de 2156398.74$ à Logement en raison du contexte récession.
Entité_7,2020,Logement,2801304.91,Croissance,Allocation de 2801304.91$ à Logement en raison du contexte croissance.
Entité_5,2021,Développement économique,3394012.5,Stable,Allocation de 3394012.5$ à Développement économique en raison du contexte stable.
Entité_6,2019,Administration,2626441.62,Récession,Allocation de 2626441.62$ à Administration en raison du contexte récession.
Entité_6,2019,Sécurité,1165105.04,Stable,Allocation de 1165105.04$ à Sécurité en raison du contexte stable.
Entité_3,2023,Logement,3168996.19,Stable,Allocation de 3168996.19$ à Logement en raison du contexte stable.
Entité_4,2019,Logement,2328048.31,Stable,Allocation de 2328048.31$ à Logement en raison du contexte stable.
Entité_9,2023,Environnement,1353473.6,Croissance,Allocation de 1353473.6$ à Environnement en raison du contexte croissance.
Entité_7,2020,Administration,1379522.47,Croissance,Allocation de 1379522.47$ à Administration en raison du contexte croissance.
Entité_3,2021,Environnement,1639524.55,Récession,Allocation de 1639524.55$ à Environnement en raison du contexte récession.
Entité_1,2023,Développement économique,2221266.6,Stable,Allocation de 2221266.6$ à Développement économique en raison du contexte stable.
Entité_6,2019,Environnement,1745371.09,Croissance,Allocation de 1745371.09$ à Environnement en raison du contexte croissance.
Entité_5,2021,Culture,697327.19,Récession,Allocation de 697327.19$ à Culture en raison du contexte récession.
Entité_9,2021,Environnement,1093288.21,Stable,Allocation de 1093288.21$ à Environnement en raison du contexte stable.
Entité_2,2020,Numérique,914108.49,Croissance,Allocation de 914108.49$ à Numérique en raison du contexte croissance.
Entité_3,2023,Environnement,1285215.01,Croissance,Allocation de 1285215.01$ à Environnement en raison du contexte croissance.
Entité_10,2023,Développement économique,4159453.16,Croissance,Allocation de 4159453.16$ à Développement économique en raison du contexte croissance.
Entité_1,2019,Éducation,5203165.23,Croissance,Allocation de 5203165.23$ à Éducation en raison du contexte croissance.
Entité_1,2023,Numérique,1052977.55,Récession,Allocation de 1052977.55$ à Numérique en raison du contexte récession.
Entité_1,2021,Administration,1981374.76,Croissance,Allocation de 1981374.76$ à Administration en raison du contexte croissance.
Entité_2,2021,Logement,2744958.65,Récession,Allocation de 2744958.65$ à Logement en raison du contexte récession.
Entité_9,2019,Loisirs,747310.02,Stable,Allocation de 747310.02$ à Loisirs en raison du contexte stable.
Entité_1,2023,Numérique,1308181.83,Stable,Allocation de 1308181.83$ à Numérique en raison du contexte stable.
Entité_1,2023,Numérique,1199020.93,Stable,Allocation de 1199020.93$ à Numérique en raison du contexte stable.
Entité_3,2022,Recherche,1708754.44,Croissance,Allocation de 1708754.44$ à Recherche en raison du contexte croissance.
Entité_1,2022,Logement,1790092.15,Croissance,Allocation de 1790092.15$ à Logement en raison du contexte croissance.
Entité_10,2019,Loisirs,823846.91,Récession,Allocation de 823846.91$ à Loisirs en raison du contexte récession.
Entité_8,2021,Administration,2383350.28,Récession,Allocation de 2383350.28$ à Administration en raison du contexte récession.
Entité_10,2022,Environnement,1266516.65,Récession,Allocation de 1266516.65$ à Environnement en raison du contexte récession.
Entité_1,2021,Santé,3031729.37,Croissance,Allocation de 3031729.37$ à Santé en raison du contexte croissance.
Entité_9,2020,Administration,1872179.74,Croissance,Allocation de 1872179.74$ à Administration en raison du contexte croissance.
Entité_3,2019,Sécurité,2603908.26,Croissance,Allocation de 2603908.26$ à Sécurité en raison du contexte croissance.
Entité_9,2022,Santé,6211949.94,Croissance,Allocation de 6211949.94$ à Santé en raison du contexte croissance.
Entité_1,2022,Logement,2209768.9,Croissance,Allocation de 2209768.9$ à Logement en raison du contexte croissance.
Entité_10,2020,Éducation,4364412.0,Croissance,Allocation de 4364412.0$ à Éducation en raison du contexte croissance.
Entité_5,2021,Éducation,4490836.73,Croissance,Allocation de 4490836.73$ à Éducation en raison du contexte croissance.
Entité_3,2019,Logement,3245169.06,Récession,Allocation de 3245169.06$ à Logement en raison du contexte récession.
Entité_6,2023,Sécurité,1379767.08,Récession,Allocation de 1379767.08$ à Sécurité en raison du contexte récession.
Entité_9,2020,Administration,1572468.71,Croissance,Allocation de 1572468.71$ à Administration en raison du contexte croissance.
Entité_10,2020,Transport,1794146.78,Stable,Allocation de 1794146.78$ à Transport en raison du contexte stable.
Entité_10,2019,Développement économique,3025113.56,Stable,Allocation de 3025113.56$ à Développement économique en raison du contexte stable.
Entité_8,2023,Santé,6066305.57,Récession,Allocation de 6066305.57$ à Santé en raison du contexte récession.
Entité_1,2022,Recherche,1598501.1,Stable,Allocation de 1598501.1$ à Recherche en raison du contexte stable.
Entité_4,2020,Culture,738362.21,Récession,Allocation de 738362.21$ à Culture en raison du contexte récession.
Entité_8,2019,Éducation,4181309.13,Stable,Allocation de 4181309.13$ à Éducation en raison du contexte stable.
Entité_1,2020,Logement,2626184.42,Stable,Allocation de 2626184.42$ à Logement en raison du contexte stable.
Entité_10,2019,Culture,796590.11,Stable,Allocation de 796590.11$ à Culture en raison du contexte stable.
Entité_9,2019,Transport,2696372.46,Croissance,Allocation de 2696372.46$ à Transport en raison du contexte croissance.
Entité_2,2020,Transport,3090345.91,Stable,Allocation de 3090345.91$ à Transport en raison du contexte stable.
Entité_3,2021,Administration,2298394.6,Récession,Allocation de 2298394.6$ à Administration en raison du contexte récession.
Entité_8,2020,Santé,4351127.55,Croissance,Allocation de 4351127.55$ à Santé en raison du contexte croissance.
Entité_2,2020,Loisirs,673123.78,Croissance,Allocation de 673123.78$ à Loisirs en raison du contexte croissance.
Entité_7,2022,Culture,1382510.94,Stable,Allocation de 1382510.94$ à Culture en raison du contexte stable.
Entité_9,2019,Loisirs,756155.8,Stable,Allocation de 756155.8$ à Loisirs en raison du contexte stable.
Entité_3,2019,Environnement,1574830.29,Récession,Allocation de 1574830.29$ à Environnement en raison du contexte récession.
Entité_6,2023,Éducation,4518691.97,Récession,Allocation de 4518691.97$ à Éducation en raison du contexte récession.
Entité_10,2019,Logement,1606556.98,Stable,Allocation de 1606556.98$ à Logement en raison du contexte stable.
Entité_7,2021,Loisirs,797035.69,Croissance,Allocation de 797035.69$ à Loisirs en raison du contexte croissance.
Entité_7,2022,Transport,2012570.23,Récession,Allocation de 2012570.23$ à Transport en raison du contexte récession.
Entité_5,2023,Éducation,3895378.04,Stable,Allocation de 3895378.04$ à Éducation en raison du contexte stable.
Entité_5,2023,Administration,2549249.56,Récession,Allocation de 2549249.56$ à Administration en raison du contexte récession.
Entité_9,2020,Loisirs,640245.07,Stable,Allocation de 640245.07$ à Loisirs en raison du contexte stable.
Entité_8,2023,Développement économique,2333506.57,Croissance,Allocation de 2333506.57$ à Développement économique en raison du contexte croissance.
Entité_6,2023,Environnement,2066305.73,Croissance,Allocation de 2066305.73$ à Environnement en raison du contexte croissance.
Entité_3,2020,Santé,3852942.82,Croissance,Allocation de 3852942.82$ à Santé en raison du contexte croissance.
Entité_2,2023,Culture,700284.2,Récession,Allocation de 700284.2$ à Culture en raison du contexte récession.
Entité_10,2019,Recherche,2382851.36,Récession,Allocation de 2382851.36$ à Recherche en raison du contexte récession.
Entité_2,2022,Recherche,1372870.83,Croissance,Allocation de 1372870.83$ à Recherche en raison du contexte croissance.
Entité_1,2022,Environnement,1993474.26,Récession,Allocation de 1993474.26$ à Environnement en raison du contexte récession.
Entité_2,2019,Loisirs,843854.53,Stable,Allocation de 843854.53$ à Loisirs en raison du contexte stable.
Entité_3,2021,Numérique,1508149.7,Récession,Allocation de 1508149.7$ à Numérique en raison du contexte récession.
Entité_5,2019,Développement économique,3630246.44,Croissance,Allocation de 3630246.44$ à Développement économique en raison du contexte croissance.
Entité_10,2021,Transport,3647821.42,Récession,Allocation de 3647821.42$ à Transport en raison du contexte récession.
Entité_3,2022,Administration,1632620.47,Stable,Allocation de 1632620.47$ à Administration en raison du contexte stable.
Entité_6,2023,Logement,2193198.62,Récession,Allocation de 2193198.62$ à Logement en raison du contexte récession.
Entité_3,2021,Transport,1730693.12,Stable,Allocation de 1730693.12$ à Transport en raison du contexte stable.
Entité_4,2021,Culture,1194356.3,Récession,Allocation de 1194356.3$ à Culture en raison du contexte récession.
Entité_6,2019,Développement économique,3793698.54,Stable,Allocation de 3793698.54$ à Développement économique en raison du contexte stable.
Entité_10,2023,Transport,2395605.22,Stable,Allocation de 2395605.22$ à Transport en raison du contexte stable.
Entité_8,2019,Numérique,780263.51,Stable,Allocation de 780263.51$ à Numérique en raison du contexte stable.
Entité_8,2023,Administration,2112725.26,Croissance,Allocation de 2112725.26$ à Administration en raison du contexte croissance.
Entité_4,2023,Transport,4005572.72,Croissance,Allocation de 4005572.72$ à Transport en raison du contexte croissance.
Entité_4,2022,Loisirs,777926.25,Stable,Allocation de 777926.25$ à Loisirs en raison du contexte stable.
Entité_3,2021,Recherche,1562959.43,Stable,Allocation de 1562959.43$ à Recherche en raison du contexte stable.
Entité_4,2019,Environnement,1218877.72,Croissance,Allocation de 1218877.72$ à Environnement en raison du contexte croissance.
Entité_3,2023,Recherche,2249765.53,Récession,Allocation de 2249765.53$ à Recherche en raison du contexte récession.
Entité_10,2022,Éducation,3376601.74,Stable,Allocation de 3376601.74$ à Éducation en raison du contexte stable.
Entité_2,2019,Transport,2777292.54,Croissance,Allocation de 2777292.54$ à Transport en raison du contexte croissance.
Entité_4,2023,Transport,3625040.94,Récession,Allocation de 3625040.94$ à Transport en raison du contexte récession.
Entité_8,2022,Culture,1127496.32,Stable,Allocation de 1127496.32$ à Culture en raison du contexte stable.
Entité_4,2020,Recherche,1680152.64,Récession,Allocation de 1680152.64$ à Recherche en raison du contexte récession.
Entité_10,2021,Numérique,1032245.53,Stable,Allocation de 1032245.53$ à Numérique en raison du contexte stable.
Entité_6,2021,Culture,1293115.66,Récession,Allocation de 1293115.66$ à Culture en raison du contexte récession.
Entité_7,2023,Environnement,1165089.1,Croissance,Allocation de 1165089.1$ à Environnement en raison du contexte croissance.
Entité_7,2021,Loisirs,766354.37,Croissance,Allocation de 766354.37$ à Loisirs en raison du contexte croissance.
Entité_4,2023,Culture,698824.7,Stable,Allocation de 698824.7$ à Culture en raison du contexte stable.
Entité_6,2022,Culture,1237773.44,Stable,Allocation de 1237773.44$ à Culture en raison du contexte stable.
Entité_8,2020,Logement,2262557.06,Stable,Allocation de 2262557.06$ à Logement en raison du contexte stable.
Entité_3,2019,Recherche,1548134.71,Croissance,Allocation de 1548134.71$ à Recherche en raison du contexte croissance.
Entité_1,2022,Santé,5661662.47,Stable,Allocation de 5661662.47$ à Santé en raison du contexte stable.
